Call_ID;Date;Month_Year;Time;Country;Customer_ID;Category;Shift;Agent_ID;Queue_Time_sec;Talk_Time_min;Hold_Time_min;Duration_min;ACW_min;CSAT;FCR;NPS
CC_02353;4/01/2026;2026-01;14:05:24;Mexico;CUST_ME_2122;Problemas tecnicos;T3;AG_013;174;3.3;0.5;3.8;0.4;3;1;10
CC_02354;4/01/2026;2026-01;14:05:54;Argentina;CUST_AR_4760;Problemas tecnicos;T3;AG_008;150;7.4;2.0;9.4;0.5;3;1;10
CC_02355;4/01/2026;2026-01;14:06:35;Colombia;CUST_CO_9207;Gestion de suscripcion;T2;AG_008;180;2.8;0.7;3.5;0.4;4;1;10
CC_02356;4/01/2026;2026-01;14:09:11;Republica Dominicana;CUST_RE_9547;Problemas tecnicos;T3;AG_009;106;3.1;0.5;3.6;0.4;5;1;9
CC_02357;4/01/2026;2026-01;14:10:30;Argentina;CUST_AR_8544;Acceso y cuenta;T3;AG_008;34;2.2;0.5;2.7;0.7;5;1;9
CC_02358;4/01/2026;2026-01;14:10:30;Argentina;CUST_AR_6639;Acceso y cuenta;T2;AG_015;37;3.3;0.7;4.0;0.6;4;1;7
CC_02359;4/01/2026;2026-01;14:11:05;Bolivia;CUST_BO_9657;Problemas tecnicos;T2;AG_013;111;2.0;0.6;2.6;0.5;4;1;9
CC_02360;4/01/2026;2026-01;14:11:20;Mexico;CUST_ME_1472;Acceso y cuenta;T3;AG_005;163;5.3;0.6;5.9;0.4;3;1;5
CC_02361;4/01/2026;2026-01;14:12:35;Paraguay;CUST_PA_8452;Promociones y descuentos;T3;AG_016;146;7.7;1.5;9.2;0.4;4;0;7
CC_02362;4/01/2026;2026-01;14:13:10;Mexico;CUST_ME_3962;Gestion de suscripcion;T3;AG_012;53;2.7;0.9;3.6;0.3;5;1;9
CC_02363;4/01/2026;2026-01;14:14:35;Argentina;CUST_AR_2445;Problemas tecnicos;T3;AG_008;49;3.9;0.7;4.6;0.5;2;1;3
CC_02364;4/01/2026;2026-01;14:15:19;Ecuador;CUST_EC_2126;Promociones y descuentos;T2;AG_016;124;4.2;0.9;5.1;0.8;5;1;9
CC_02365;4/01/2026;2026-01;14:15:22;Colombia;CUST_CO_7113;Problemas tecnicos;T2;AG_016;21;5.1;1.4;6.5;0.5;4;0;9
CC_02366;4/01/2026;2026-01;14:16:29;Argentina;CUST_AR_9764;Problemas tecnicos;T3;AG_010;173;1.7;0.3;2.0;0.4;5;0;10
CC_02367;4/01/2026;2026-01;14:17:08;Argentina;CUST_AR_2144;Problemas tecnicos;T3;AG_012;63;5.4;0.6;6.0;0.6;2;1;9
CC_02368;4/01/2026;2026-01;14:17:31;Mexico;CUST_ME_3162;Gestion de suscripcion;T3;AG_012;50;4.7;1.4;6.1;0.6;5;1;9
CC_02369;4/01/2026;2026-01;14:18:00;Colombia;CUST_CO_6056;Gestion de suscripcion;T2;AG_010;179;3.6;1.2;4.8;0.8;4;0;10
CC_02370;4/01/2026;2026-01;14:18:03;Colombia;CUST_CO_5114;Promociones y descuentos;T3;AG_012;174;5.1;1.4;6.5;0.7;4;1;9
CC_02371;4/01/2026;2026-01;14:20:04;Mexico;CUST_ME_2635;Problemas tecnicos;T2;AG_006;149;4.0;0.9;4.9;0.8;5;0;9
CC_02372;4/01/2026;2026-01;14:20:46;Mexico;CUST_ME_3551;Acceso y cuenta;T3;AG_006;16;0.9;0.3;1.2;0.6;4;1;6
CC_02373;4/01/2026;2026-01;14:21:32;Mexico;CUST_ME_1204;Acceso y cuenta;T3;AG_012;102;1.8;0.6;2.4;0.4;4;1;10
CC_02374;4/01/2026;2026-01;14:21:46;Colombia;CUST_CO_3486;Gestion de suscripcion;T2;AG_010;99;8.3;2.0;10.3;0.7;2;1;9
CC_02375;4/01/2026;2026-01;14:22:20;Argentina;CUST_AR_2670;Promociones y descuentos;T3;AG_015;45;1.3;0.2;1.5;0.5;5;1;10
CC_02376;4/01/2026;2026-01;14:22:53;Chile;CUST_CH_8506;Problemas tecnicos;T3;AG_012;17;3.1;0.7;3.8;0.7;5;1;9
CC_02377;4/01/2026;2026-01;14:23:09;Argentina;CUST_AR_6620;Gestion de suscripcion;T3;AG_009;15;3.0;0.5;3.5;0.7;4;1;9
CC_02378;4/01/2026;2026-01;14:24:08;Uruguay;CUST_UR_3609;Acceso y cuenta;T2;AG_013;61;3.9;1.2;5.1;0.4;5;1;9
CC_02379;4/01/2026;2026-01;14:24:14;Peru;CUST_PE_3181;Problemas tecnicos;T3;AG_008;132;2.8;0.7;3.5;0.5;4;1;9
CC_02380;4/01/2026;2026-01;14:25:13;Mexico;CUST_ME_7710;Promociones y descuentos;T3;AG_008;151;2.9;0.7;3.6;0.5;3;1;9
CC_02381;4/01/2026;2026-01;14:25:34;Argentina;CUST_AR_7794;Problemas tecnicos;T3;AG_006;56;2.1;0.5;2.6;0.8;3;0;9
CC_02382;4/01/2026;2026-01;14:25:54;Colombia;CUST_CO_4884;Problemas tecnicos;T3;AG_009;65;5.1;1.0;6.1;0.7;2;1;9
CC_02383;4/01/2026;2026-01;14:27:20;Mexico;CUST_ME_9412;Gestion de suscripcion;T3;AG_010;89;7.5;1.9;9.4;0.5;4;0;8
CC_02384;4/01/2026;2026-01;14:29:39;Mexico;CUST_ME_6828;Problemas tecnicos;T3;AG_008;57;2.2;0.7;2.9;0.5;5;1;9
CC_02385;4/01/2026;2026-01;14:30:14;Mexico;CUST_ME_8469;Acceso y cuenta;T3;AG_010;106;1.2;0.3;1.5;0.3;3;1;9
CC_02386;4/01/2026;2026-01;14:30:36;Colombia;CUST_CO_2054;Problemas tecnicos;T3;AG_013;177;3.4;1.0;4.4;0.3;4;1;7
CC_02387;4/01/2026;2026-01;14:30:42;Mexico;CUST_ME_2121;Problemas tecnicos;T3;AG_006;54;5.0;1.5;6.5;0.5;4;0;10
CC_02388;4/01/2026;2026-01;14:32:12;Mexico;CUST_ME_2536;Gestion de suscripcion;T3;AG_005;121;1.4;0.5;1.9;0.6;5;1;10
CC_02389;4/01/2026;2026-01;14:32:37;Mexico;CUST_ME_1416;Acceso y cuenta;T3;AG_008;22;1.4;0.4;1.8;0.4;5;1;10
CC_02390;4/01/2026;2026-01;14:33:06;Republica Dominicana;CUST_RE_2040;Problemas tecnicos;T3;AG_012;117;3.8;0.9;4.7;0.4;3;1;7
CC_02391;4/01/2026;2026-01;14:33:24;Argentina;CUST_AR_1870;Acceso y cuenta;T2;AG_016;138;4.6;1.4;6.0;0.5;5;1;9
CC_02392;4/01/2026;2026-01;14:33:33;Peru;CUST_PE_1456;Acceso y cuenta;T3;AG_005;87;8.9;2.2;11.1;0.5;4;0;9
CC_02393;4/01/2026;2026-01;14:34:33;Mexico;CUST_ME_2826;Gestion de suscripcion;T3;AG_013;26;5.4;1.2;6.6;0.8;5;1;9
CC_02394;4/01/2026;2026-01;14:36:16;Costa Rica;CUST_CO_5345;Problemas tecnicos;T3;AG_013;114;5.1;0.7;5.8;0.4;5;1;9
CC_02395;4/01/2026;2026-01;14:36:23;Uruguay;CUST_UR_3686;Promociones y descuentos;T2;AG_005;132;2.8;0.5;3.3;0.4;5;1;9
CC_02396;4/01/2026;2026-01;14:36:43;Argentina;CUST_AR_1812;Gestion de suscripcion;T3;AG_008;36;2.1;0.5;2.6;0.7;5;1;9
CC_02397;4/01/2026;2026-01;14:37:16;Mexico;CUST_ME_2476;Promociones y descuentos;T3;AG_005;164;4.0;0.8;4.8;0.7;5;0;9
CC_02398;4/01/2026;2026-01;14:37:30;Mexico;CUST_ME_3720;Problemas tecnicos;T2;AG_016;164;1.1;0.3;1.4;0.8;4;0;9
CC_02399;4/01/2026;2026-01;14:37:31;Argentina;CUST_AR_2449;Acceso y cuenta;T2;AG_009;9;3.2;1.0;4.2;0.4;5;1;9
CC_02400;4/01/2026;2026-01;14:37:42;Guatemala;CUST_GU_1567;Acceso y cuenta;T2;AG_016;55;4.2;0.9;5.1;0.4;5;1;9
CC_02401;4/01/2026;2026-01;14:38:08;Mexico;CUST_ME_1501;Acceso y cuenta;T3;AG_005;100;3.5;0.5;4.0;0.4;5;0;10
CC_02402;4/01/2026;2026-01;14:38:55;Argentina;CUST_AR_9296;Gestion de suscripcion;T3;AG_016;18;3.6;0.5;4.1;0.5;4;1;9
CC_02403;4/01/2026;2026-01;14:39:12;Chile;CUST_CH_9559;Gestion de suscripcion;T2;AG_015;43;5.3;1.6;6.9;0.6;4;1;9
CC_02404;4/01/2026;2026-01;14:40:42;Colombia;CUST_CO_7131;Acceso y cuenta;T3;AG_010;168;4.7;0.6;5.3;0.3;4;1;10
CC_02405;4/01/2026;2026-01;14:41:00;Argentina;CUST_AR_2033;Acceso y cuenta;T2;AG_008;67;1.9;0.2;2.1;0.5;3;1;6
CC_02406;4/01/2026;2026-01;14:41:05;Colombia;CUST_CO_9465;Problemas tecnicos;T3;AG_008;175;2.8;0.6;3.4;0.4;4;1;10
CC_02407;4/01/2026;2026-01;14:41:10;Mexico;CUST_ME_6345;Problemas tecnicos;T2;AG_009;59;3.4;0.7;4.1;0.6;4;1;9
CC_02408;4/01/2026;2026-01;14:42:23;Costa Rica;CUST_CO_9318;Gestion de suscripcion;T3;AG_015;47;4.8;1.0;5.8;0.4;2;0;10
CC_02409;4/01/2026;2026-01;14:42:40;Uruguay;CUST_UR_9544;Gestion de suscripcion;T3;AG_006;13;2.8;0.3;3.1;0.3;5;1;10
CC_02410;4/01/2026;2026-01;14:43:30;Colombia;CUST_CO_6064;Gestion de suscripcion;T3;AG_016;175;0.8;0.3;1.1;0.6;4;1;7
CC_02411;4/01/2026;2026-01;14:43:31;Mexico;CUST_ME_4553;Acceso y cuenta;T2;AG_013;42;1.7;0.2;1.9;0.6;3;0;9
CC_02412;4/01/2026;2026-01;14:43:44;Mexico;CUST_ME_6633;Problemas tecnicos;T3;AG_005;107;4.9;1.5;6.4;0.6;1;1;10
CC_02413;4/01/2026;2026-01;14:43:58;Colombia;CUST_CO_9212;Acceso y cuenta;T3;AG_010;127;2.5;0.4;2.9;0.8;4;0;9
CC_02414;4/01/2026;2026-01;14:46:00;Mexico;CUST_ME_7671;Acceso y cuenta;T3;AG_009;129;3.1;0.5;3.6;0.3;3;1;5
CC_02415;4/01/2026;2026-01;14:47:34;Ecuador;CUST_EC_5790;Problemas tecnicos;T3;AG_006;72;7.7;1.5;9.2;0.7;3;0;9
CC_02416;4/01/2026;2026-01;14:47:57;Colombia;CUST_CO_5259;Acceso y cuenta;T3;AG_008;30;9.3;1.2;10.5;0.4;3;1;9
CC_02417;4/01/2026;2026-01;14:51:00;Mexico;CUST_ME_6122;Problemas tecnicos;T3;AG_012;16;6.4;1.8;8.2;0.5;1;0;3
CC_02418;4/01/2026;2026-01;14:51:03;Mexico;CUST_ME_5879;Acceso y cuenta;T2;AG_006;156;4.3;0.6;4.9;0.3;4;1;8
CC_02419;4/01/2026;2026-01;14:51:41;Argentina;CUST_AR_2226;Acceso y cuenta;T3;AG_015;132;3.8;1.1;4.9;0.7;2;1;10
CC_02420;4/01/2026;2026-01;14:54:07;Colombia;CUST_CO_5657;Problemas tecnicos;T2;AG_008;30;1.4;0.4;1.8;0.6;1;1;10
CC_02421;4/01/2026;2026-01;14:57:28;Mexico;CUST_ME_3881;Acceso y cuenta;T2;AG_015;126;4.1;1.1;5.2;0.7;4;0;7
CC_02422;4/01/2026;2026-01;14:57:43;Mexico;CUST_ME_1324;Acceso y cuenta;T3;AG_015;43;2.3;0.8;3.1;0.6;5;1;9
CC_02423;4/01/2026;2026-01;15:00:04;Mexico;CUST_ME_7492;Problemas tecnicos;T3;AG_009;160;2.6;0.6;3.2;0.6;5;1;9
CC_02424;4/01/2026;2026-01;15:00:08;Mexico;CUST_ME_4777;Problemas tecnicos;T2;AG_010;106;3.6;1.1;4.7;0.7;4;0;10
CC_02425;4/01/2026;2026-01;15:00:19;Colombia;CUST_CO_5695;Problemas tecnicos;T3;AG_016;26;4.8;1.1;5.9;0.7;1;1;9
CC_02426;4/01/2026;2026-01;15:02:10;Mexico;CUST_ME_6463;Acceso y cuenta;T3;AG_009;57;9.3;1.8;11.1;0.3;3;1;9
CC_02427;4/01/2026;2026-01;15:02:28;Colombia;CUST_CO_9594;Problemas tecnicos;T3;AG_005;162;7.6;1.1;8.7;0.6;2;0;4
CC_02428;4/01/2026;2026-01;15:05:46;Chile;CUST_CH_5474;Problemas tecnicos;T3;AG_005;34;3.4;1.1;4.5;0.5;2;0;9
CC_02429;4/01/2026;2026-01;15:06:16;Mexico;CUST_ME_9385;Promociones y descuentos;T3;AG_005;91;2.1;0.3;2.4;0.5;4;1;10
CC_02430;4/01/2026;2026-01;15:06:33;Mexico;CUST_ME_6551;Gestion de suscripcion;T3;AG_010;143;5.3;1.2;6.5;0.7;5;1;9
CC_02431;4/01/2026;2026-01;15:06:57;Mexico;CUST_ME_7419;Promociones y descuentos;T3;AG_009;56;9.9;1.7;11.6;0.6;4;1;7
CC_02432;4/01/2026;2026-01;15:07:12;Colombia;CUST_CO_5996;Problemas tecnicos;T3;AG_016;163;1.2;0.2;1.4;0.5;3;1;10
CC_02433;4/01/2026;2026-01;15:07:15;Argentina;CUST_AR_4955;Problemas tecnicos;T2;AG_010;180;4.5;1.3;5.8;0.4;3;0;10
CC_02434;4/01/2026;2026-01;15:07:33;Argentina;CUST_AR_1795;Gestion de suscripcion;T3;AG_008;104;2.9;0.8;3.7;0.5;4;1;8
CC_02435;4/01/2026;2026-01;15:07:54;Colombia;CUST_CO_6436;Acceso y cuenta;T3;AG_010;83;3.3;0.7;4.0;0.4;3;0;6
CC_02436;4/01/2026;2026-01;15:07:57;Mexico;CUST_ME_5333;Problemas tecnicos;T2;AG_013;57;3.4;0.9;4.3;0.7;3;0;9
CC_02437;4/01/2026;2026-01;15:09:30;Argentina;CUST_AR_5309;Gestion de suscripcion;T3;AG_010;172;4.6;0.9;5.5;0.4;4;1;9
CC_02438;4/01/2026;2026-01;15:09:48;Colombia;CUST_CO_1014;Acceso y cuenta;T3;AG_008;133;5.5;1.2;6.7;0.6;5;0;10
CC_02439;4/01/2026;2026-01;15:10:04;Mexico;CUST_ME_6953;Problemas tecnicos;T3;AG_012;78;3.5;1.1;4.6;0.5;2;0;10
CC_02440;4/01/2026;2026-01;15:11:29;Uruguay;CUST_UR_6894;Promociones y descuentos;T2;AG_009;47;1.6;0.3;1.9;0.4;4;1;10
CC_02441;4/01/2026;2026-01;15:11:43;Uruguay;CUST_UR_2509;Gestion de suscripcion;T3;AG_009;127;1.3;0.2;1.5;0.4;3;1;6
CC_02442;4/01/2026;2026-01;15:11:54;Colombia;CUST_CO_2366;Gestion de suscripcion;T3;AG_009;12;4.5;1.5;6.0;0.7;4;1;9
CC_02443;4/01/2026;2026-01;15:14:32;Mexico;CUST_ME_1576;Problemas tecnicos;T3;AG_006;107;4.4;1.1;5.5;0.6;3;0;6
CC_02444;4/01/2026;2026-01;15:15:34;Mexico;CUST_ME_2171;Acceso y cuenta;T3;AG_012;141;7.9;1.8;9.7;0.7;4;1;9
CC_02445;4/01/2026;2026-01;15:16:24;Argentina;CUST_AR_3848;Gestion de suscripcion;T2;AG_013;15;3.2;0.9;4.1;0.5;4;0;8
CC_02446;4/01/2026;2026-01;15:17:34;Colombia;CUST_CO_4242;Acceso y cuenta;T3;AG_010;179;1.4;0.4;1.8;0.8;2;1;9
CC_02447;4/01/2026;2026-01;15:18:07;Argentina;CUST_AR_2685;Gestion de suscripcion;T3;AG_005;81;4.8;1.5;6.3;0.3;4;0;9
CC_02448;4/01/2026;2026-01;15:19:11;Mexico;CUST_ME_2245;Acceso y cuenta;T3;AG_005;166;1.2;0.2;1.4;0.3;4;1;10
CC_02449;4/01/2026;2026-01;15:20:13;Colombia;CUST_CO_4949;Acceso y cuenta;T3;AG_008;151;9.4;2.5;11.9;0.5;4;0;9
CC_02450;4/01/2026;2026-01;15:21:01;Argentina;CUST_AR_8544;Acceso y cuenta;T3;AG_006;98;3.4;0.5;3.9;0.7;5;1;9
CC_02451;4/01/2026;2026-01;15:21:27;Panama;CUST_PA_4203;Problemas tecnicos;T3;AG_008;166;5.0;1.5;6.5;0.4;3;1;6
CC_02452;4/01/2026;2026-01;15:22:04;Bolivia;CUST_BO_4799;Acceso y cuenta;T2;AG_009;120;5.0;1.1;6.1;0.4;4;0;9
CC_02453;4/01/2026;2026-01;15:23:00;Peru;CUST_PE_3402;Acceso y cuenta;T3;AG_013;57;2.0;0.3;2.3;0.4;5;1;9
CC_02454;4/01/2026;2026-01;15:23:06;Mexico;CUST_ME_1754;Problemas tecnicos;T2;AG_008;119;3.4;1.0;4.4;0.6;4;0;10
CC_02455;4/01/2026;2026-01;15:25:39;Mexico;CUST_ME_6298;Acceso y cuenta;T3;AG_005;28;2.6;0.3;2.9;0.4;5;1;9
CC_02456;4/01/2026;2026-01;15:27:05;Mexico;CUST_ME_5662;Acceso y cuenta;T3;AG_008;13;3.9;1.2;5.1;0.5;5;1;9
CC_02457;4/01/2026;2026-01;15:27:29;Argentina;CUST_AR_7619;Problemas tecnicos;T3;AG_012;126;8.7;2.4;11.1;0.5;2;1;9
CC_02458;4/01/2026;2026-01;15:27:34;Colombia;CUST_CO_7978;Acceso y cuenta;T3;AG_016;30;1.2;0.3;1.5;0.3;5;1;10
CC_02459;4/01/2026;2026-01;15:28:42;Mexico;CUST_ME_7296;Acceso y cuenta;T3;AG_012;26;7.4;2.1;9.5;0.5;2;1;10
CC_02460;4/01/2026;2026-01;15:28:53;Chile;CUST_CH_4538;Problemas tecnicos;T2;AG_010;138;2.6;0.7;3.3;0.5;5;0;9
CC_02461;4/01/2026;2026-01;15:30:58;Chile;CUST_CH_6515;Gestion de suscripcion;T3;AG_015;84;8.2;1.0;9.2;0.6;5;0;10
CC_02462;4/01/2026;2026-01;15:31:36;Argentina;CUST_AR_2744;Gestion de suscripcion;T3;AG_005;137;5.0;1.3;6.3;0.6;4;1;9
CC_02463;4/01/2026;2026-01;15:31:46;Colombia;CUST_CO_1158;Acceso y cuenta;T3;AG_015;161;4.7;0.7;5.4;0.3;3;1;9
CC_02464;4/01/2026;2026-01;15:32:11;Mexico;CUST_ME_7068;Promociones y descuentos;T2;AG_008;7;9.6;1.6;11.2;0.5;4;1;9
CC_02465;4/01/2026;2026-01;15:32:21;Chile;CUST_CH_9123;Promociones y descuentos;T2;AG_013;114;2.6;0.4;3.0;0.7;3;1;9
CC_02466;4/01/2026;2026-01;15:33:22;Colombia;CUST_CO_2640;Problemas tecnicos;T2;AG_005;7;3.3;0.4;3.7;0.8;5;0;9
CC_02467;4/01/2026;2026-01;15:33:52;Argentina;CUST_AR_2877;Problemas tecnicos;T2;AG_012;109;2.3;0.8;3.1;0.5;2;1;10
CC_02468;4/01/2026;2026-01;15:35:05;Argentina;CUST_AR_5648;Promociones y descuentos;T3;AG_012;129;3.8;0.9;4.7;0.7;3;1;6
CC_02469;4/01/2026;2026-01;15:35:07;Mexico;CUST_ME_7186;Acceso y cuenta;T3;AG_012;62;4.4;0.9;5.3;0.7;3;1;9
CC_02470;4/01/2026;2026-01;15:35:21;Argentina;CUST_AR_8115;Promociones y descuentos;T3;AG_008;112;3.3;0.7;4.0;0.5;5;1;9
CC_02471;4/01/2026;2026-01;15:36:39;Colombia;CUST_CO_7499;Acceso y cuenta;T3;AG_016;80;5.1;0.6;5.7;0.4;3;1;5
CC_02472;4/01/2026;2026-01;15:37:24;Mexico;CUST_ME_1631;Acceso y cuenta;T2;AG_008;73;3.1;0.7;3.8;0.5;5;0;9
CC_02473;4/01/2026;2026-01;15:38:28;Peru;CUST_PE_7609;Problemas tecnicos;T3;AG_015;5;5.3;1.4;6.7;0.6;2;0;10
CC_02474;4/01/2026;2026-01;15:38:31;Mexico;CUST_ME_6925;Problemas tecnicos;T2;AG_015;119;1.9;0.3;2.2;0.7;4;1;10
CC_02475;4/01/2026;2026-01;15:39:02;Mexico;CUST_ME_7066;Gestion de suscripcion;T3;AG_009;99;2.0;0.6;2.6;0.7;5;1;9
CC_02476;4/01/2026;2026-01;15:39:54;Colombia;CUST_CO_6501;Promociones y descuentos;T2;AG_008;13;2.6;0.5;3.1;0.8;4;1;10
CC_02477;4/01/2026;2026-01;15:42:30;Mexico;CUST_ME_5595;Problemas tecnicos;T2;AG_010;84;5.9;0.7;6.6;0.8;3;1;9
CC_02478;4/01/2026;2026-01;15:42:35;Mexico;CUST_ME_5910;Problemas tecnicos;T3;AG_009;160;2.8;0.6;3.4;0.7;5;1;9
CC_02479;4/01/2026;2026-01;15:42:55;Paraguay;CUST_PA_4615;Problemas tecnicos;T3;AG_012;126;2.7;0.5;3.2;0.7;2;0;4
CC_02480;4/01/2026;2026-01;15:44:06;Argentina;CUST_AR_6896;Problemas tecnicos;T3;AG_010;69;2.3;0.6;2.9;0.5;5;0;9
CC_02481;4/01/2026;2026-01;15:44:07;Mexico;CUST_ME_8618;Problemas tecnicos;T3;AG_013;78;3.4;1.0;4.4;0.3;2;1;10
CC_02482;4/01/2026;2026-01;15:44:30;Mexico;CUST_ME_9027;Acceso y cuenta;T3;AG_010;126;2.8;0.4;3.2;0.4;5;1;9
CC_02483;4/01/2026;2026-01;15:44:31;Colombia;CUST_CO_2525;Problemas tecnicos;T2;AG_010;72;5.0;1.0;6.0;0.4;4;0;9
CC_02484;4/01/2026;2026-01;15:44:41;Nicaragua;CUST_NI_3269;Problemas tecnicos;T3;AG_015;48;3.8;0.6;4.4;0.7;3;0;10
CC_02485;4/01/2026;2026-01;15:47:54;Mexico;CUST_ME_9942;Problemas tecnicos;T3;AG_010;22;2.6;0.4;3.0;0.5;3;0;10
CC_02486;4/01/2026;2026-01;15:48:19;Argentina;CUST_AR_2068;Problemas tecnicos;T2;AG_015;127;0.9;0.1;1.0;0.5;2;0;9
CC_02487;4/01/2026;2026-01;15:49:43;Venezuela;CUST_VE_3781;Problemas tecnicos;T3;AG_012;173;2.5;0.8;3.3;0.5;4;1;10
CC_02488;4/01/2026;2026-01;15:49:43;Paraguay;CUST_PA_2184;Promociones y descuentos;T3;AG_012;104;2.4;0.6;3.0;0.7;4;0;7
CC_02489;4/01/2026;2026-01;15:51:30;Colombia;CUST_CO_2150;Problemas tecnicos;T2;AG_015;117;7.5;1.8;9.3;0.6;3;1;6
CC_02490;4/01/2026;2026-01;15:52:42;Mexico;CUST_ME_4604;Problemas tecnicos;T2;AG_015;151;5.1;0.9;6.0;0.7;5;0;10
CC_02491;4/01/2026;2026-01;15:53:36;Costa Rica;CUST_CO_3406;Problemas tecnicos;T3;AG_015;107;1.9;0.5;2.4;0.7;4;0;7
CC_02492;4/01/2026;2026-01;15:55:00;Mexico;CUST_ME_6326;Problemas tecnicos;T3;AG_005;26;4.0;0.7;4.7;0.5;2;1;9
CC_02493;4/01/2026;2026-01;15:55:44;Colombia;CUST_CO_5136;Problemas tecnicos;T2;AG_009;163;1.2;0.2;1.4;0.4;4;0;9
CC_02494;4/01/2026;2026-01;15:57:35;Mexico;CUST_ME_7386;Acceso y cuenta;T3;AG_015;74;2.8;0.5;3.3;0.7;3;1;9
CC_02495;4/01/2026;2026-01;15:58:11;Ecuador;CUST_EC_8617;Acceso y cuenta;T2;AG_006;158;4.2;1.3;5.5;0.5;3;1;9
CC_02496;4/01/2026;2026-01;15:58:24;Mexico;CUST_ME_4665;Problemas tecnicos;T3;AG_012;55;4.3;0.7;5.0;0.6;4;0;10
CC_02497;4/01/2026;2026-01;15:58:36;Mexico;CUST_ME_5275;Problemas tecnicos;T3;AG_015;158;2.1;0.3;2.4;0.4;5;0;9
CC_02498;4/01/2026;2026-01;15:59:21;Mexico;CUST_ME_8692;Gestion de suscripcion;T2;AG_013;86;3.0;0.9;3.9;0.7;3;1;10
CC_02499;4/01/2026;2026-01;16:00:31;Colombia;CUST_CO_2942;Acceso y cuenta;T3;AG_005;56;3.4;0.9;4.3;0.4;4;0;10
CC_02500;4/01/2026;2026-01;16:06:31;Mexico;CUST_ME_6084;Problemas tecnicos;T2;AG_006;170;3.2;0.8;4.0;0.5;3;1;4
CC_02501;4/01/2026;2026-01;16:06:56;Mexico;CUST_ME_7592;Acceso y cuenta;T3;AG_016;84;2.8;0.4;3.2;0.7;4;1;8
CC_02502;4/01/2026;2026-01;16:07:08;Argentina;CUST_AR_3749;Problemas tecnicos;T3;AG_008;148;4.6;1.0;5.6;0.7;3;0;9
CC_02503;4/01/2026;2026-01;16:07:28;Mexico;CUST_ME_5028;Problemas tecnicos;T3;AG_010;154;1.6;0.2;1.8;0.7;2;1;9
CC_02504;4/01/2026;2026-01;16:09:17;Mexico;CUST_ME_6593;Acceso y cuenta;T2;AG_013;91;4.2;1.1;5.3;0.5;5;1;10
CC_02505;4/01/2026;2026-01;16:12:16;Argentina;CUST_AR_3503;Gestion de suscripcion;T2;AG_006;106;1.2;0.2;1.4;0.3;4;1;7
CC_02506;4/01/2026;2026-01;16:12:38;Mexico;CUST_ME_2983;Acceso y cuenta;T3;AG_013;135;9.8;1.3;11.1;0.7;3;1;5
CC_02507;4/01/2026;2026-01;16:12:42;Mexico;CUST_ME_7052;Acceso y cuenta;T2;AG_015;170;4.5;0.8;5.3;0.4;1;0;9
CC_02508;4/01/2026;2026-01;16:13:00;Colombia;CUST_CO_6020;Problemas tecnicos;T2;AG_006;81;5.4;0.6;6.0;0.6;3;1;5
CC_02509;4/01/2026;2026-01;16:13:14;Colombia;CUST_CO_8462;Problemas tecnicos;T2;AG_012;57;3.6;0.7;4.3;0.7;4;1;9
CC_02510;4/01/2026;2026-01;16:13:26;Argentina;CUST_AR_4941;Promociones y descuentos;T3;AG_006;70;5.4;1.0;6.4;0.3;5;1;10
CC_02511;4/01/2026;2026-01;16:16:23;El Salvador;CUST_EL_2146;Problemas tecnicos;T2;AG_006;37;3.6;0.8;4.4;0.5;3;1;9
CC_02512;4/01/2026;2026-01;16:16:52;Venezuela;CUST_VE_4763;Acceso y cuenta;T3;AG_009;142;4.4;0.8;5.2;0.7;5;1;9
CC_02513;4/01/2026;2026-01;16:16:55;Colombia;CUST_CO_4771;Problemas tecnicos;T2;AG_009;60;9.5;2.4;11.9;0.4;5;0;9
CC_02514;4/01/2026;2026-01;16:17:38;Mexico;CUST_ME_9810;Promociones y descuentos;T3;AG_012;85;3.8;0.9;4.7;0.5;5;1;9
CC_02515;4/01/2026;2026-01;16:18:32;Mexico;CUST_ME_4491;Problemas tecnicos;T2;AG_015;45;3.1;0.4;3.5;0.4;5;0;9
CC_02516;4/01/2026;2026-01;16:19:51;Argentina;CUST_AR_8837;Problemas tecnicos;T2;AG_008;57;4.8;0.6;5.4;0.8;4;1;9
CC_02517;4/01/2026;2026-01;16:21:33;Mexico;CUST_ME_9945;Acceso y cuenta;T2;AG_005;89;1.7;0.5;2.2;0.3;5;1;9
CC_02518;4/01/2026;2026-01;16:22:01;Venezuela;CUST_VE_2209;Problemas tecnicos;T3;AG_008;172;1.4;0.5;1.9;0.4;2;1;3
CC_02519;4/01/2026;2026-01;16:24:55;Argentina;CUST_AR_2042;Problemas tecnicos;T2;AG_013;145;2.2;0.4;2.6;0.6;3;1;10
CC_02520;4/01/2026;2026-01;16:24:56;Peru;CUST_PE_8131;Problemas tecnicos;T3;AG_010;98;1.3;0.2;1.5;0.7;4;1;10
CC_02521;4/01/2026;2026-01;16:24:59;Colombia;CUST_CO_5796;Problemas tecnicos;T3;AG_006;33;5.6;1.1;6.7;0.6;5;1;10
CC_02522;4/01/2026;2026-01;16:25:28;Mexico;CUST_ME_6167;Problemas tecnicos;T3;AG_006;11;3.4;0.8;4.2;0.6;3;0;9
CC_02523;4/01/2026;2026-01;16:25:35;Ecuador;CUST_EC_9069;Promociones y descuentos;T3;AG_009;12;4.3;0.6;4.9;0.5;4;1;9
